Date,Package,Title,pkg,cum_pkgs
2015-09-02,ParetoPosStable,"Computing, Fitting and Validating the PPS Distribution",1,2338
2015-09-02,valottery,Results from the Virginia Lottery Draw Games,1,2339
2015-09-03,influenceR,"Software Tools to Quantify Structural Importance of Nodes in a
Network",1,2340
2015-09-03,invLT,Inversion of Laplace-Transformed Functions,1,2341
2015-09-03,LifeHist,Life History Models of Individuals,1,2342
2015-09-04,DoubleExpSeq,"Differential Exon Usage Test for RNA-Seq Data via Empirical
Bayes Shrinkage of the Dispersion Parameter",1,2343
2015-09-04,edesign,Maximum Entropy Sampling,1,2344
2015-09-04,IASD,Model Selection for Index of Asymmetry Distribution,1,2345
2015-09-04,ICC.Sample.Size,Calculation of Sample Size and Power for ICC,1,2346
2015-09-04,sgt,Skewed Generalized T Distribution Tree,1,2347
2015-09-05,ACSWR,"A Companion Package for the Book ""A Course in Statistics with R""",1,2348
2015-09-05,PabonLasso,"Pabon Lasso Graphs and Comparing Situations of a Unit in Two
Different Times",1,2349
2015-09-05,RoughSets,Data Analysis Using Rough Set and Fuzzy Rough Set Theories,1,2350
2015-09-06,evobiR,Comparative and Population Genetic Analyses,1,2351
2015-09-06,GeoLight,Analysis of Light Based Geolocator Data,1,2352
2015-09-07,BioMark,Find Biomarkers in Two-Class Discrimination Problems,1,2353
2015-09-07,brr,Bayesian Inference on the Ratio of Two Poisson Rates,1,2354
2015-09-07,FAdist,Distributions that are Sometimes Used in Hydrology,1,2355
2015-09-07,mlsjunkgen,"Use the MLS Junk Generator Algorithm to Generate a Stream of
Pseudo-Random Numbers",1,2356
2015-09-07,phonenumber,Convert Letters to Numbers and Back as on a Telephone Keypad,1,2357
2015-09-07,spinyReg,Sparse Generative Model and Its EM Algorithm,1,2358
2015-09-07,ThreeWay,Three-Way Component Analysis,1,2359
2015-09-08,ftsspec,"Spectral Density Estimation and Comparison for Functional Time
Series",1,2360
2015-09-08,prim,Patient Rule Induction Method (PRIM),1,2361
2015-09-08,weatherr,Tools for Handling and Scrapping Instant Weather Forecast Feeds,1,2362
2015-09-09,mfp,Multivariable Fractional Polynomials,1,2363
2015-09-09,onls,Orthogonal Nonlinear Least-Squares Regression,1,2364
2015-09-09,pla,Parallel Line Assays,1,2365
2015-09-09,rprintf,Adaptive Builder for Formatted Strings,1,2366
2015-09-09,StatRank,"Statistical Rank Aggregation: Inference, Evaluation, and
Visualization",1,2367
2015-09-10,acmeR,"Implements ACME Estimator of Bird and Bat Mortality by Wind
Turbines",1,2368
2015-09-10,ThreeGroups,"ML Estimator for Baseline-Placebo-Treatment (Three-Group)
Experiments",1,2369
2015-09-10,tm.plugin.dc,Text Mining Distributed Corpus Plug-In,1,2370
2015-09-11,hashids,Generate Short Unique YouTube-Like IDs (Hashes) from Integers,1,2371
2015-09-11,hindexcalculator,"H-Index Calculator using Data from a Web of Science (WoS)
Citation Report",1,2372
2015-09-11,regRSM,Random Subspace Method (RSM) for Linear Regression,1,2373
2015-09-11,spatialfil,"Application of 2D Convolution Kernel Filters to Matrices or 3D
Arrays",1,2374
2015-09-11,xseq,"Assessing Functional Impact on Gene Expression of Mutations in
Cancer",1,2375
2015-09-12,GenOrd,"Simulation of Discrete Random Variables with Given Correlation
Matrix and Marginal Distributions",1,2376
2015-09-13,ESKNN,"Ensemble of Subset of K-Nearest Neighbours Classifiers for
Classification and Class Membership Probability Estimation",1,2377
2015-09-13,LGRF,Set-Based Tests for Genetic Association in Longitudinal Studies,1,2378
2015-09-14,AutoregressionMDE,Minimum Distance Estimation in Autoregressive Model,1,2379
2015-09-14,LinearRegressionMDE,Minimum Distance Estimation in Linear Regression Model,1,2380
2015-09-15,bclust,Bayesian Hierarchical Clustering Using Spike and Slab Models,1,2381
2015-09-15,lgarch,Simulation and Estimation of Log-GARCH Models,1,2382
2015-09-15,OptGS,"Near-Optimal and Balanced Group-Sequential Designs for Clinical
Trials with Continuous Outcomes",1,2383
2015-09-16,discreteRV,Create and Manipulate Discrete Random Variables,1,2384
2015-09-16,JPEN,"Covariance and Inverse Covariance Matrix Estimation Using Joint
Penalty",1,2385
2015-09-16,peptider,Evaluation of Diversity in Nucleotide Libraries,1,2386
2015-09-16,readMzXmlData,Reads Mass Spectrometry Data in mzXML Format,1,2387
2015-09-17,backtest,"Exploring Portfolio-Based Conjectures About Financial
Instruments",1,2388
2015-09-17,describer,Describe Data in R Using Common Descriptive Statistics,1,2389
2015-09-17,multirich,Calculate Multivariate Richness via UTC and sUTC,1,2390
2015-09-17,pro,Point-Process Response Model for Optogenetics,1,2391
2015-09-17,Rlof,R Parallel Implementation of Local Outlier Factor(LOF),1,2392
2015-09-17,spatialprobit,Spatial Probit Models,1,2393
2015-09-18,GAR,Authorize and Request Google Analytics Data,1,2394
2015-09-18,GRTo,"Tools for the Analysis of Gutenberg-Richter Distributions of
Earthquake Magnitudes",1,2395
2015-09-18,rlecuyer,R Interface to RNG with Multiple Streams,1,2396
2015-09-18,Rtwalk,The R Implementation of the 't-walk' MCMC Algorithm,1,2397
2015-09-19,crimelinkage,Statistical Methods for Crime Series Linkage,1,2398
2015-09-19,ImportExport,Import and Export Data,1,2399
2015-09-19,kelvin,"Calculate Solutions to the Kelvin Differential Equation using
Bessel Functions",1,2400
2015-09-20,cord,Community Estimation in G-Models via CORD,1,2401
2015-09-20,rcrypt,Symmetric File Encryption Using GPG,1,2402
2015-09-21,Rip46,Utils for IP4 and IP6 Addresses,1,2403
2015-09-23,packagetrackr,Track R Package Downloads from RStudio's CRAN Mirror,1,2404
2015-09-24,drLumi,Multiplex Immunoassays Data Analysis,1,2405
2015-09-24,meteo,"Spatio-Temporal Analysis and Mapping of Meteorological
Observations",1,2406
2015-09-24,NostalgiR,Advanced Text-Based Plots,1,2407
2015-09-25,drsmooth,Dose-Response Modeling with Smoothing Splines,1,2408
2015-09-25,nanop,"Tools for Nanoparticle Simulation and Calculation of PDF and
Total Scattering Structure Function",1,2409
2015-09-25,Skillings.Mack,"The Skillings-Mack Test Statistic for Block Designs with Missing
Observations",1,2410
2015-09-25,STAND,Statistical Analysis of Non-Detects,1,2411
2015-09-26,BCBCSF,Bias-Corrected Bayesian Classification with Selected Features,1,2412
2015-09-26,nivm,Noninferiority Tests with Variable Margins,1,2413
2015-09-26,TTS,"Master Curve Estimates Corresponding to Time-Temperature
Superposition",1,2414
2015-09-26,weightTAPSPACK,Weight TAPS Data,1,2415
2015-09-27,plotpc,Plot Principal Component Histograms Around a Scatter Plot,1,2416
2015-09-27,twostageTE,Two-Stage Threshold Estimation,1,2417
2015-09-28,pdc,Permutation Distribution Clustering,1,2418
2015-09-28,pwrRasch,Statistical Power Simulation for Testing the Rasch Model,1,2419
2015-09-28,rleafmap,Interactive Maps with R and Leaflet,1,2420
2015-09-28,SOPIE,Non-Parametric Estimation of the Off-Pulse Interval of a Pulsar,1,2421
2015-09-29,kernelFactory,Kernel Factory: An Ensemble of Kernel Machines,1,2422
2015-09-29,learNN,Examples of Neural Networks,1,2423
2015-10-01,fail,File Abstraction Interface Layer (FAIL),1,2424
2015-10-01,RcmdrPlugin.EBM,Rcmdr Evidence Based Medicine Plug-in Package,1,2425
2015-10-01,sanon,Stratified Analysis with Nonparametric Covariable Adjustment,1,2426
2015-10-01,snpEnrichment,SNPs Enrichment Analysis,1,2427
2015-10-02,GeoBoxplot,Geographic Box Plot,1,2428
2015-10-02,SphericalK,Spherical K-Function,1,2429
2015-10-03,MetaPath,Perform the Meta-Analysis for Pathway Enrichment Analysis (MAPE),1,2430
2015-10-05,conicfit,"Algorithms for Fitting Circles, Ellipses and Conics Based on the
Work by Prof. Nikolai Chernov",1,2431
2015-10-05,diagonals,Block Diagonal Extraction or Replacement,1,2432
2015-10-05,geofd,Spatial Prediction for Function Value Data,1,2433
2015-10-05,smallarea,Fits a Fay Herriot Model,1,2434
2015-10-05,wqs,Weighted Quantile Sum Regression,1,2435
2015-10-06,elasso,"Enhanced Least Absolute Shrinkage and Selection Operator
Regression Model",1,2436
2015-10-07,EBEN,Empirical Bayesian Elastic Net,1,2437
2015-10-07,fanplot,"Visualisation of Sequential Probability Distributions Using Fan
Charts",1,2438
2015-10-08,fastdigest,"Fast, Low Memory-Footprint Digests of R Objects",1,2439
2015-10-08,SurvRegCensCov,"Weibull Regression for a Right-Censored Endpoint with
Interval-Censored Covariate",1,2440
2015-10-09,FIACH,Retrospective Noise Control for fMRI,1,2441
2015-10-10,HDGLM,Tests for High Dimensional Generalized Linear Models,1,2442
2015-10-10,sisal,Sequential Input Selection Algorithm,1,2443
2015-10-11,gitter,Quantification of Pinned Microbial Cultures,1,2444
2015-10-11,MVT,Estimation and Testing for the Multivariate t-Distribution,1,2445
2015-10-12,apsimr,"Edit, Run and Evaluate APSIM Simulations Easily Using R",1,2446
2015-10-12,compendiumdb,Tools for Retrieval and Storage of Functional Genomics Data,1,2447
2015-10-12,deformula,"Integration of One-Dimensional Functions with Double Exponential
Formulas",1,2448
2015-10-12,geesmv,"Modified Variance Estimators for Generalized Estimating
Equations",1,2449
2015-10-12,subspace,Interface to OpenSubspace,1,2450
2015-10-13,FCGR,Fatigue Crack Growth in Reliability,1,2451
2015-10-13,lift,Compute the Top Decile Lift and Plot the Lift Curve,1,2452
2015-10-13,SyncMove,Subsample Temporal Data to Synchronal Events and Compute the MCI,1,2453
2015-10-13,wingui,Advanced Windows Functions,1,2454
2015-10-14,covBM,Brownian Motion Processes for 'nlme'-Models,1,2455
2015-10-14,ecotoxicology,Methods for Ecotoxicology,1,2456
2015-10-14,ReliabilityTheory,Tools for Structural Reliability Analysis,1,2457
2015-10-14,snowfall,Easier cluster computing (based on snow),1,2458
2015-10-14,TLBC,Two-Level Behavior Classification,1,2459
2015-10-16,CHsharp,Choi and Hall Style Data Sharpening,1,2460
2015-10-17,BcDiag,Diagnostics Plots for Bicluster Data,1,2461
2015-10-18,DiscreteWeibull,Discrete Weibull Distributions (Type 1 and 3),1,2462
2015-10-19,crop,Graphics Cropping Tool,1,2463
2015-10-19,diezeit,R Interface to the ZEIT ONLINE Content API,1,2464
2015-10-19,HiDimDA,High Dimensional Discriminant Analysis,1,2465
2015-10-19,ksrlive,Identify Kinase Substrate Relationships Using Dynamic Data,1,2466
2015-10-19,RcmdrPlugin.Export,Export R Output to LaTeX or HTML,1,2467
2015-10-19,SimHaz,"Simulated Survival and Hazard Analysis for Time-Dependent
Exposure",1,2468
2015-10-20,eventInterval,Sequential Event Interval Analysis,1,2469
2015-10-20,GSSE,Genotype-Specific Survival Estimation,1,2470
2015-10-21,MultiRR,"Bias, Precision, and Power for Multi-Level Random Regressions",1,2471
2015-10-22,dgmb,Simulating Data for PLS Mode B Structural Models,1,2472
2015-10-22,HotDeckImputation,Hot Deck Imputation Methods for Missing Data,1,2473
2015-10-22,TCGA2STAT,Simple TCGA Data Access for Integrated Statistical Analysis in R,1,2474
2015-10-22,uptimeRobot,Access the UptimeRobot Ping API,1,2475
2015-10-22,weightedScores,Weighted Scores Method for Regression Models with Dependent Data,1,2476
2015-10-23,hotspot,Software Hotspot Analysis,1,2477
2015-10-23,imputeYn,"Imputing the Last Largest Censored Observation(s) Under Weighted
Least Squares",1,2478
2015-10-23,poisson,Simulating Homogenous & Non-Homogenous Poisson Processes,1,2479
2015-10-23,pvclust,"Hierarchical Clustering with P-Values via Multiscale Bootstrap
Resampling",1,2480
2015-10-24,AdapEnetClass,A Class of Adaptive Elastic Net Methods for Censored Data,1,2481
2015-10-24,CoxPlus,"Cox Regression (Proportional Hazards Model) with Multiple Causes
and Mixed Effects",1,2482
2015-10-24,jackknifeKME,Jackknife Estimates of Kaplan-Meier Estimators or Integrals,1,2483
2015-10-24,LDAvis,Interactive Visualization of Topic Models,1,2484
2015-10-24,PanelCount,"Random Effects and/or Sample Selection Models for Panel Count
Data",1,2485
2015-10-25,MixedTS,Mixed Tempered Stable Distribution,1,2486
2015-10-25,MPCI,Multivariate Process Capability Indices (MPCI),1,2487
2015-10-26,batman,"Convert Categorical Representations of Logicals to Actual
Logicals",1,2488
2015-10-26,feature,"Local Inferential Feature Significance for Multivariate Kernel
Density Estimation",1,2489
2015-10-26,TDCor,Gene Network Inference from Time-Series Transcriptomic Data,1,2490
2015-10-27,ACNE,"Affymetrix SNP Probe-Summarization using Non-Negative Matrix
Factorization",1,2491
2015-10-27,calmate,"Improved Allele-Specific Copy Number of SNP Microarrays for
Downstream Segmentation",1,2492
2015-10-27,settings,Software Option Settings Manager for R,1,2493
2015-10-28,aroma.cn,Copy-Number Analysis of Large Microarray Data Sets,1,2494
2015-10-28,RESS,Integrates R and Essentia,1,2495
2015-10-28,TESS,"Diversification Rate Estimation and Fast Simulation of
Reconstructed Phylogenetic Trees under Tree-Wide
Time-Heterogeneous Birth-Death Processes Including
Mass-Extinction Events",1,2496
2015-10-29,CDVine,Statistical Inference of C- And D-Vine Copulas,1,2497
2015-10-29,RNaviCell,"Visualization of High-Throughput Data on Large-Scale Biological
Networks",1,2498
2015-10-31,AlgebraicHaploPackage,Haplotype Two Snips Out of a Paired Group of Patients,1,2499
2015-10-31,corkscrew,Preprocessor for Data Modeling,1,2500
2015-10-31,kedd,"Kernel Estimator and Bandwidth Selection for Density and Its
Derivatives",1,2501
2015-10-31,smss,"Datasets for Agresti and Finlay's ""Statistical Methods for the
Social Sciences""",1,2502
2015-10-31,TSTr,Ternary Search Tree for Auto-Completion and Spell Checking,1,2503
2015-11-01,DataLoader,Import Multiple File Types,1,2504
2015-11-01,NetSwan,Network Strengths and Weaknesses Analysis,1,2505
2015-11-01,nlrr,Non-Linear Relative Risk Estimation and Plotting,1,2506
2015-11-01,PortRisk,Portfolio Risk Analysis,1,2507
2015-11-02,mvProbit,Multivariate Probit Models,1,2508
2015-11-02,Rcolombos,Interface to Colombos Compendia using the Exposed REST API,1,2509
2015-11-02,RGoogleAnalyticsPremium,Unsampled Data in R for Google Analytics Premium Accounts,1,2510
2015-11-03,merror,Accuracy and Precision of Measurements,1,2511
2015-11-03,Phxnlme,Run Phoenix NLME and Perform Post-Processing,1,2512
2015-11-03,RRTCS,Randomized Response Techniques for Complex Surveys,1,2513
2015-11-03,SLOPE,Sorted L1 Penalized Estimation (SLOPE),1,2514
2015-11-04,relen,Compute Relative Entropy,1,2515
2015-11-04,wPerm,Permutation Tests,1,2516
2015-11-05,rchess,"Chess Move, Generation/Validation, Piece Placement/ Movement,
and Check/Checkmate/Stalemate Detection",1,2517
2015-11-05,survJamda,"Survival Prediction by Joint Analysis of Microarray Gene
Expression Data",1,2518
2015-11-05,tolBasis,"Fundamental Definitions and Utilities of the Time Oriented
Language (TOL)",1,2519
2015-11-06,BayesMAMS,Designing Bayesian Multi-Arm Multi-Stage Studies,1,2520
2015-11-06,easypower,Sample Size Estimation for Experimental Designs,1,2521
2015-11-06,rucm,Implementation of Unobserved Components Model (UCM),1,2522
2015-11-07,LRcontrast,Dose Response Signal Detection under Model Uncertainty,1,2523
2015-11-07,pampe,"Implementation of the Panel Data Approach Method for Program
Evaluation",1,2524
2015-11-07,personograph,Pictographic Representation of Treatment Effects,1,2525
2015-11-07,phia,Post-Hoc Interaction Analysis,1,2526
2015-11-07,SPCALDA,A New Reduced-Rank Linear Discriminant Analysis Method,1,2527
2015-11-08,BaSTA,"Age-Specific Survival Analysis from Incomplete
Capture-Recapture/Recovery Data",1,2528
2015-11-09,CovSel,Model-Free Covariate Selection,1,2529
2015-11-09,genSurv,Generating Multi-State Survival Data,1,2530
2015-11-09,gvc,Global Value Chains Tools,1,2531
2015-11-09,smoothHR,Smooth Hazard Ratio Curves Taking a Reference Value,1,2532
2015-11-09,YPmodel,"The Short-Term and Long-Term Hazard Ratio Model for Survival
Data",1,2533
2015-11-10,FastKM,A Fast Multiple-Kernel Method Based on a Low-Rank Approximation,1,2534
2015-11-11,gbm2sas,Convert GBM Object Trees to SAS Code,1,2535
2015-11-11,qtpaint,Qt-Based Painting Infrastructure,1,2536
2015-11-11,steadyICA,"ICA and Tests of Independence via Multivariate Distance
Covariance",1,2537
2015-11-11,TRD,Transmission Ratio Distortion,1,2538
2015-11-12,ptycho,Bayesian Variable Selection with Hierarchical Priors,1,2539
2015-11-12,rnetcarto,"Fast Network Modularity and Roles Computation by Simulated
Annealing (Rgraph C Library Wrapper for R)",1,2540
2015-11-13,REdaS,"Companion Package to the Book 'R: Einführung durch angewandte
Statistik'",1,2541
2015-11-13,TopKLists,"Inference, Aggregation and Visualization for Top-K Ranked Lists",1,2542
2015-11-15,landest,Landmark Estimation of Survival and Treatment Effect,1,2543
2015-11-15,rPython,Package Allowing R to Call Python,1,2544
2015-11-15,sms,Spatial Microsimulation,1,2545
2015-11-16,gridDebug,Debugging 'grid' Graphics,1,2546
2015-11-16,nCDunnett,Noncentral Dunnett's Test Distribution,1,2547
2015-11-17,phylometrics,Estimating Statistical Errors of Phylogenetic Metrics,1,2548
2015-11-18,ConConPiWiFun,"Optimisation with Continuous Convex Piecewise (Linear and
Quadratic) Functions",1,2549
2015-11-18,JGEE,Joint Generalized Estimating Equation Solver,1,2550
2015-11-18,jvnVaR,Value at Risk,1,2551
2015-11-18,rapport,A Report Templating System,1,2552
2015-11-18,tnet,"Software for Analysis of Weighted, Two-Mode, and Longitudinal
Networks",1,2553
2015-11-18,Traitspace,"A Predictive Model for Trait Based Community Assembly of Plant
Species",1,2554
2015-11-19,glmx,Generalized Linear Models Extended,1,2555
2015-11-19,s4vd,"Biclustering via Sparse Singular Value Decomposition
Incorporating Stability Selection",1,2556
2015-11-21,FACTMLE,Maximum Likelihood Factor Analysis,1,2557
2015-11-22,labelrank,Predicting Rankings of Labels,1,2558
2015-11-22,lda,Collapsed Gibbs Sampling Methods for Topic Models,1,2559
2015-11-22,tracheideR,Standardize Tracheidograms,1,2560
2015-11-23,AggregateR,"Aggregate Numeric, Date and Categorical Variables by an ID",1,2561
2015-11-23,flexPM,Flexible Parametric Models for Censored and Truncated Data,1,2562
2015-11-23,ForecastCombinations,Forecast Combinations,1,2563
2015-11-23,SimSeq,Nonparametric Simulation of RNA-Seq Data,1,2564
2015-11-24,apricom,"Tools for the a Priori Comparison of Regression Modelling
Strategies",1,2565
2015-11-24,BMS,Bayesian Model Averaging Library,1,2566
2015-11-24,pgnorm,The p-Generalized Normal Distribution,1,2567
2015-11-24,UncerIn2,"Implements Models of Uncertainty into the Interpolation
Functions",1,2568
2015-11-24,yummlyr,R Bindings for Yummly API,1,2569
2015-11-25,bvarsv,"Bayesian Analysis of a Vector Autoregressive Model with
Stochastic Volatility and Time-Varying Parameters",1,2570
2015-11-25,MMWRweek,"Convert Dates to MMWR Day, Week, and Year",1,2571
2015-11-26,GroupTest,Multiple Testing Procedure for Grouped Hypotheses,1,2572
2015-11-28,ELMR,Extreme Machine Learning (ELM),1,2573
2015-11-29,mcemGLM,"Maximum Likelihood Estimation for Generalized Linear Mixed
Models",1,2574
2015-11-30,causaldrf,Tools for Estimating Causal Dose Response Functions,1,2575
2015-11-30,dsample,Discretization-Based Direct Random Sample Generation,1,2576
2015-11-30,injectoR,R Dependency Injection,1,2577
2015-11-30,latex2exp,Use LaTeX Expressions in Plots,1,2578
2015-11-30,lodGWAS,"Genome-Wide Association Analysis of a Biomarker Accounting for
Limit of Detection",1,2579
2015-11-30,oaColors,OpenAnalytics Colors Package,1,2580
2015-11-30,oaPlots,OpenAnalytics Plots Package,1,2581
2015-11-30,proton,The Proton Game,1,2582
2015-12-02,features,Feature Extraction for Discretely-Sampled Functional Data,1,2583
2015-12-02,kriens,Continuation Passing Style Development,1,2584
2015-12-02,QCSIS,"Sure Independence Screening via Quantile Correlation and
Composite Quantile Correlation",1,2585
2015-12-03,EpiDynamics,Dynamic Models in Epidemiology,1,2586
2015-12-03,pedometrics,Pedometric Tools and Techniques,1,2587
2015-12-03,ppcor,Partial and Semi-Partial (Part) Correlation,1,2588
2015-12-03,ryouready,Companion to the Forthcoming Book - R you Ready?,1,2589
2015-12-03,tggd,"The Standard Distribution Functions for the Truncated
Generalised Gamma Distribution",1,2590
2015-12-04,acp,Autoregressive Conditional Poisson,1,2591
2015-12-04,hierfstat,Estimation and Tests of Hierarchical F-Statistics,1,2592
2015-12-04,npIntFactRep,"Nonparametric Interaction Tests for Factorial Designs with
Repeated Measures",1,2593
2015-12-04,ordiBreadth,Ordinated Diet Breadth,1,2594
2015-12-04,peakPick,Peak Picking Methods Inspired by Biological Data,1,2595
2015-12-05,sleekts,"4253H, Twice Smoothing",1,2596
2015-12-06,caRpools,CRISPR AnalyzeR for Pooled CRISPR Screens,1,2597
2015-12-07,G2Sd,Grain-Size Statistics and Description of Sediment,1,2598
2015-12-07,PIGShift,Polygenic Inverse Gamma Shifts,1,2599
2015-12-08,MNS,Mixed Neighbourhood Selection,1,2600
2015-12-08,PAGWAS,Pathway Analysis Methods for Genomewide Association Data,1,2601
2015-12-09,maddison,Maddison Project Database,1,2602
2015-12-09,NetPreProc,Network Pre-Processing and Normalization,1,2603
2015-12-09,orsifronts,Southern Ocean Frontal Distributions (Orsi),1,2604
2015-12-09,pitchRx,"Tools for Harnessing 'MLBAM' 'Gameday' Data and Visualizing
'pitchfx'",1,2605
2015-12-09,riskR,Risk Management,1,2606
2015-12-09,rwfec,"R Wireless, Forward Error Correction",1,2607
2015-12-09,sensitivity2x2xk,Sensitivity Analysis for 2x2xk Tables in Observational Studies,1,2608
2015-12-10,RANKS,Ranking of Nodes with Kernelized Score Functions,1,2609
2015-12-10,simplegraph,Simple Graph Data Types and Basic Algorithms,1,2610
2015-12-11,rbvs,Ranking-Based Variable Selection,1,2611
2015-12-11,RXMCDA,Functions to Parse and Create XMCDA Files,1,2612
2015-12-11,SPmlficmcm,"Semiparametric Maximum Likelihood Method for Interactions
Gene-Environment in Case-Mother Control-Mother Designs",1,2613
2015-12-12,ADMMnet,Regularized Model with Selecting the Number of Non-Zeros,1,2614
2015-12-12,Frames2,Estimation in Dual Frame Surveys,1,2615
2015-12-12,HLMdiag,Diagnostic Tools for Hierarchical (Multilevel) Linear Models,1,2616
2015-12-13,CITAN,CITation ANalysis Toolpack,1,2617
2015-12-13,solarius,An R Interface to SOLAR,1,2618
2015-12-14,dendsort,Modular Leaf Ordering Methods for Dendrogram Nodes,1,2619
2015-12-14,exif,Read EXIF Metadata from JPEGs,1,2620
2015-12-14,hellno,"Providing 'stringsAsFactors=FALSE' Variants of 'data.frame()'
and 'as.data.frame()'",1,2621
2015-12-14,hpoPlot,Functions for Plotting HPO Terms,1,2622
2015-12-14,LightningR,Tools for Communication with Lightning-Viz Server,1,2623
2015-12-14,vita,Variable Importance Testing Approaches,1,2624
2015-12-15,treecm,Centre of Mass Assessment and Consolidation of Trees,1,2625
2015-12-16,dse,Dynamic Systems Estimation (Time Series Package),1,2626
2015-12-16,gpDDE,General Profiling Method for Delay Differential Equation,1,2627
2015-12-16,keep,Arrays with Better Control over Dimension Dropping,1,2628
2015-12-16,pamm,Power Analysis for Random Effects in Mixed Models,1,2629
2015-12-16,rebus.datetimes,Date and Time Extensions for the 'rebus' Package,1,2630
2015-12-16,rebus.numbers,Numeric Extensions for the 'rebus' Package,1,2631
2015-12-16,tfplot,Time Frame User Utilities,1,2632
2015-12-17,CCAGFA,"Bayesian Canonical Correlation Analysis and Group Factor
Analysis",1,2633
2015-12-18,bodenmiller,Profilling of Peripheral Blood Mononuclear Cells using CyTOF,1,2634
2015-12-18,granovaGG,Graphical Analysis of Variance Using ggplot2,1,2635
2015-12-19,dynsim,Dynamic Simulations of Autoregressive Relationships,1,2636
2015-12-19,FWDselect,Selecting Variables in Regression Models,1,2637
2015-12-20,depth.plot,Multivariate Analogy of Quantiles,1,2638
2015-12-21,clogitboost,Boosting Conditional Logit Model,1,2639
2015-12-21,ltsa,Linear Time Series Analysis,1,2640
2015-12-21,metricsgraphics,"Create Interactive Charts with the JavaScript 'MetricsGraphics'
Library",1,2641
2015-12-21,nnetpredint,Prediction Intervals of Multi-Layer Neural Networks,1,2642
2015-12-21,ProbYX,Inference for the Stress-Strength Model R = P(Y<X),1,2643
2015-12-21,statebins,"U.S. State Cartogram Heatmaps in R; an Alternative to Choropleth
Maps for USA States",1,2644
2015-12-21,VARsignR,"Sign Restrictions, Bayesian, Vector Autoregression Models",1,2645
2015-12-22,federalregister,Client Package for the U.S. Federal Register API,1,2646
2015-12-22,Lock5withR,Datasets for 'Statistics: Unlocking the Power of Data',1,2647
2015-12-22,RPublica,ProPublica API Client,1,2648
2015-12-23,batteryreduction,An R Package for Data Reduction by Battery Reduction,1,2649
2015-12-23,BlandAltmanLeh,Plots (Slightly Extended) Bland-Altman Plots,1,2650
2015-12-23,r4ss,R Code for Stock Synthesis,1,2651
2015-12-24,MediaK,Calculate MeDiA_K Distance,1,2652
2015-12-24,multifwf,Read Fixed Width Format Files Containing Lines of Different Type,1,2653
2015-12-24,SchemaOnRead,Automated Schema on Read,1,2654
2015-12-24,shock,"Slope Heuristic for Block-Diagonal Covariance Selection in High
Dimensional Gaussian Graphical Models",1,2655
2015-12-24,XNomial,"Exact Goodness-of-Fit Test for Multinomial Data with Fixed
Probabilities",1,2656
2015-12-26,validateRS,One-Sided Multivariate Testing Procedures for Rating Systems,1,2657
2015-12-27,MultAlloc,Optimal Allocation in Stratified Sampling,1,2658
2015-12-28,BiasedUrn,Biased Urn Model Distributions,1,2659
2015-12-28,qiimer,Work with QIIME Output Files in R,1,2660
2015-12-28,Rsolnp,General Non-Linear Optimization,1,2661
2015-12-29,Deducer,A Data Analysis GUI for R,1,2662
2015-12-29,TOC,Total Operating Characteristic Curve and ROC Curve,1,2663
2015-12-29,xtal,Crystallization Toolset,1,2664
2015-12-30,ifctools,Italian Fiscal Code ('Codice Fiscale') Utilities,1,2665
2015-12-30,plspm.formula,Formula Based PLS Path Modeling,1,2666
2015-12-30,robreg3S,"Three-Step Regression and Inference for Cellwise and Casewise
Contamination",1,2667
2015-12-30,sdmvspecies,Create Virtual Species for Species Distribution Modelling,1,2668
2015-12-31,DTR,Estimation and Comparison of Dynamic Treatment Regimes,1,2669
2015-12-31,ParallelPC,"Paralellised Versions of Constraint Based Causal Discovery
Algorithms",1,2670
2016-01-01,hwde,"Models and Tests for Departure from Hardy-Weinberg Equilibrium
and Independence Between Loci",1,2671
2016-01-03,grpss,Group Screening and Selection,1,2672
2016-01-03,icensmis,"Study Design and Data Analysis in the Presence of Error-Prone
Diagnostic Tests and Self-Reported Outcomes",1,2673
2016-01-03,request,High Level 'HTTP' Client,1,2674
2016-01-03,tempcyclesdata,Climate Data from Wang and Dillon,1,2675
2016-01-04,cg,"Compare Groups, Analytically and Graphically",1,2676
2016-01-04,hot.deck,Multiple Hot-Deck Imputation,1,2677
2016-01-04,LiblineaR.ACF,"Linear Classification with Online Adaptation of Coordinate
Frequencies",1,2678
2016-01-04,qtlc,Densitometric Analysis of Thin-Layer Chromatography Plates,1,2679
2016-01-05,cds,Constrained Dual Scaling for Detecting Response Styles,1,2680
2016-01-05,hiddenf,"The All-Configurations, Maximum-Interaction F-Test for Hidden
Additivity",1,2681
2016-01-05,RImagePalette,Extract the Colors from Images,1,2682
2016-01-06,RcmdrPlugin.FactoMineR,Graphical User Interface for FactoMineR,1,2683
2016-01-06,rotations,Tools for Working with Rotation Data,1,2684
2016-01-06,SimRAD,Simulations to Predict the Number of RAD and GBS Loci,1,2685
2016-01-06,stlplus,Enhanced Seasonal Decomposition of Time Series by Loess,1,2686
2016-01-07,glmvsd,"Variable Selection Deviation Measures and Instability Tests for
High-Dimensional Generalized Linear Models",1,2687
2016-01-07,gyriq,Kinship-Adjusted Survival SNP-Set Analysis,1,2688
2016-01-07,neuroim,Data Structures and Handling for Neuroimaging Data,1,2689
